codigo_venda,numero_fiscal,id_produto,nome_produto,valor,timestamp_venda
32256d54-f626-480a-8cf7-4b4625033aea,780929432,4,Monitor,4802.04,2026-01-11T18:01:39.155731
f1fb5c0b-7c4e-459f-a05e-063c54b960d8,432228107,6,Cadeira Gamer,2146.33,2026-01-12T09:40:07.590902
85539441-2416-43e2-b740-e3bf605a9182,943602987,10,Smartphone,3403.54,2026-01-08T18:56:55.742165
b974df55-d5f1-4a9d-ba7c-db1767ca6086,177888772,6,Cadeira Gamer,3909.99,2026-01-25T13:25:10.707697
41d81462-cd7e-4f4e-8231-2b65790d4b05,140030369,2,Mouse,1539.34,2026-01-14T07:06:43.615470
14e13fa4-3e42-4768-9672-4fb0ea68e6c9,363480905,7,Webcam,1845.93,2026-01-28T15:03:22.803005
acd1ff1e-81db-4316-878f-d3fb8589d4c9,888089061,3,Teclado,740.33,2026-01-20T16:38:13.088668
e5d8333a-a2bb-4605-a692-3a3cc1e39c6b,431792311,9,SSD,3476.51,2026-01-23T20:11:54.788350
6d45cc71-2314-40c9-a68e-6e621cf904f7,249048167,2,Mouse,3103.06,2026-01-29T07:04:28.610825
6094d132-6e0c-495c-afce-7817213c22e6,809349617,10,Smartphone,3494.84,2026-01-05T18:55:35.125397
aad610d4-531d-421c-a065-12264a77302f,340172773,8,HD Externo,4111.67,2026-01-15T22:36:40.597029
185eec68-f956-453d-829d-be2c1d7fb472,737852988,9,SSD,2348.88,2026-01-29T12:28:39.035400
59cb6d0a-45d7-4c9e-838f-d6e04cfead7a,993921759,6,Cadeira Gamer,1302.57,2026-01-12T15:22:01.762392
0dc2d91f-b810-47bc-91d9-e9a437abc3f9,404170119,1,Notebook,1812.44,2026-01-06T05:05:31.668249
616fabdb-ba04-4d9e-af05-e45bd4964a9f,618991084,10,Smartphone,4190.16,2026-01-08T00:04:49.276249
45cf53ce-13b6-4383-95dc-c3a3eaa4c373,719470313,10,Smartphone,1930.36,2026-01-06T06:56:34.848118
6270cdac-6695-45b7-b078-3152a4b5b48c,523543120,3,Teclado,3882.03,2026-01-23T08:06:18.614132
c6ea7492-b3c6-45bb-94cb-1d2211b7a920,206701148,10,Smartphone,1331.04,2026-01-16T13:53:06.449451
59e17460-db3c-479e-b4d2-f61f977e9bcb,746125678,8,HD Externo,192.49,2026-01-17T20:19:35.127289
1038b856-e0ba-4e3f-ae75-8d729d319157,832621146,10,Smartphone,1184.91,2026-01-20T06:41:49.727564
ba1bdf5f-bd72-45c4-933d-205c7d9fa97c,107831675,7,Webcam,2605.62,2026-01-03T22:55:52.078007
32fe0041-debc-4e74-8d54-a7cd8682112f,840055572,3,Teclado,2508.4,2026-01-15T17:16:27.093581
e387e562-da98-42cc-8a14-f8bbeec98ca9,982574373,6,Cadeira Gamer,2133.82,2026-01-11T16:10:11.566723
3a5226fb-56b2-454f-b7a0-7b57436a17ac,319910351,7,Webcam,1049.05,2026-01-15T02:33:03.612980
b82166c9-7f4e-43c6-a1ea-cd40c997274f,717898090,10,Smartphone,3597.17,2026-01-29T08:51:48.065414
03c2a50c-e308-4b49-b989-dda3bd763171,469879198,6,Cadeira Gamer,3319.25,2026-01-28T02:29:09.156292
441dcb6d-b967-4547-bd41-0d14387a04a1,527489728,10,Smartphone,3482.82,2026-01-15T01:58:13.511706
4239bdd2-8b46-4725-a571-acb0beadfd9d,846898091,7,Webcam,2384.9,2026-01-05T17:07:19.531993
2cbd08a6-d060-454b-8b58-5269a6ab7442,438363696,5,Headset,3920.8,2026-01-19T12:55:42.805969
d5174bb3-4755-465e-baeb-8fd79dec5489,189218315,10,Smartphone,4837.06,2026-01-13T11:18:09.077009
54204d67-f1fb-47c8-a085-d36ed8fc2320,691561936,8,HD Externo,1495.01,2026-01-29T05:36:11.228738
b97ab16c-9d7c-4842-a679-27918a441b1c,905334479,8,HD Externo,13.57,2026-01-24T19:59:41.174023
3559d463-cd7a-48ba-9cdb-7b68e7a6df96,707048305,7,Webcam,3367.9,2026-01-25T23:26:29.151036
7cc9a349-d377-454a-903a-1965d055d4df,366215889,5,Headset,148.54,2026-01-25T12:13:37.376639
89a5ab51-db9a-4b83-ba81-69cb2d1f78eb,709509582,3,Teclado,2952.26,2026-02-01T04:29:39.551199
d13e062c-0d84-4edf-872d-554fdcacbb6c,183960863,8,HD Externo,908.8,2026-01-18T06:19:58.561559
f109173a-98bc-405e-9885-516e994a7b13,243244367,2,Mouse,4207.86,2026-02-01T18:14:17.600810
79702315-18a9-4c93-be61-7b76bd293d35,974116079,9,SSD,3493.18,2026-01-30T02:54:29.835579
549dc3a4-827e-400c-a4bf-e01b88ffa3a4,241852272,8,HD Externo,279.1,2026-01-07T01:35:23.771590
4f402970-69f6-4a3a-8bca-11156d355877,782570626,6,Cadeira Gamer,4869.1,2026-02-01T11:52:47.705430
97f2eed0-8172-4006-ad0d-a0a61bc44846,558993108,9,SSD,3819.81,2026-01-17T03:19:31.458412
39c97dc1-3649-482b-98ca-b7a8cbc88d4f,415808418,1,Notebook,2190.6,2026-01-22T16:15:15.997418
7ca77868-5f2c-4404-8c23-127fc8a3c528,230585242,6,Cadeira Gamer,1352.84,2026-01-19T08:38:37.282408
50828306-2acf-410a-a209-02e19fc38bca,530619978,4,Monitor,3337.98,2026-01-19T04:52:26.634555
9ef163fd-4dc1-44c3-89fa-bddd3eaa34cc,602212273,10,Smartphone,1623.14,2026-01-28T16:08:09.758170
0d0d124a-8954-4cf9-abe0-637605ec653b,965680474,9,SSD,2106.72,2026-01-08T05:44:02.314867
ffa8b26d-d34d-4f33-9113-6b2766c1c7f8,554963851,7,Webcam,3277.44,2026-01-11T21:43:05.624505
af3ce6d6-05c7-4ffd-9551-283eb9ef345e,580658020,4,Monitor,3715.09,2026-01-24T15:48:37.506553
beb818e1-6486-4f9d-9c4e-90a07856b8a1,128458012,2,Mouse,1236.95,2026-01-24T07:46:45.596633
37cb0a32-b6c5-4ca5-b522-936a15901bf9,513835521,5,Headset,2743.13,2026-01-15T20:13:30.545697
479cec4b-5b90-41b9-90c4-4082c9036526,692953653,8,HD Externo,1880.66,2026-01-19T18:51:20.119769
0ecaf894-dbb1-48f9-8188-f049ae948981,421636463,8,HD Externo,1150.17,2026-01-29T18:17:45.286474
beb57008-0292-4750-97a1-85ada84cd9c3,364262191,2,Mouse,429.91,2026-01-29T20:17:30.762746
dcb827ce-4ac7-4514-a7ef-6128a08e72b5,280914901,3,Teclado,2235.25,2026-01-29T07:20:13.625801
c140b378-6788-4c82-989b-59c8a8daa110,640425438,6,Cadeira Gamer,4316.3,2026-01-26T14:24:00.201114
b493b28a-d2aa-46ac-8062-3cd5a15efef2,387385540,2,Mouse,4656.04,2026-01-30T14:55:35.048792
700dd937-2bcc-4cbe-9a8e-b64f5c6cb241,634514867,1,Notebook,3596.32,2026-01-24T21:29:25.841008
cec73191-7bf0-464c-8198-4e1cdd26e456,700237155,5,Headset,867.24,2026-01-10T22:55:09.176319
b28d9903-29a3-4f03-b365-2b4c6b7914f8,111334415,2,Mouse,3591.13,2026-01-30T12:59:04.780153
9b684f97-2f23-4269-b793-6e2f1865a92e,900865985,3,Teclado,1636.57,2026-02-01T20:00:59.404059
b26be023-3835-4091-8827-98f0ba8e9f71,283738337,7,Webcam,1871.25,2026-01-29T05:21:14.577530
d934e552-ad37-448f-aaad-c75e1df0f4a9,969105266,4,Monitor,3339.42,2026-01-06T20:20:26.226072
0967c59e-cfdb-4669-bab1-cc0bb4c73121,318617002,7,Webcam,1884.16,2026-01-28T23:46:17.792068
9b385de3-3d0f-4b96-b73b-be5d8987f36e,208574432,2,Mouse,289.39,2026-01-05T17:31:31.848890
8afdf164-8b31-4a6a-933d-8f99f2486b0d,163373551,3,Teclado,1091.37,2026-01-07T04:16:27.382133
e2c7f9db-bb2b-4800-9739-464dce6d14b1,114841014,4,Monitor,1565.53,2026-01-31T12:16:31.353880
797b0846-eaf7-45a6-8d10-0c844fefc578,720746554,4,Monitor,2598.42,2026-01-04T07:35:36.144472
49c50513-91bd-4c26-a18b-c4e4192db460,246081138,1,Notebook,132.83,2026-01-27T11:57:53.826219
e34f81e1-3d44-4c5d-8e8a-3b59f049b0af,790513549,3,Teclado,2476.97,2026-01-04T21:08:50.413272
62dba7be-425c-4609-80ac-b890be0a5998,603687921,10,Smartphone,3818.77,2026-01-18T23:23:30.462470
0153abd6-134a-4308-92e2-4f2d0d4b2b0a,233396381,2,Mouse,4952.01,2026-01-06T08:24:27.545353
2308d3a6-a41c-405c-b19b-7c8ceb674227,448942825,5,Headset,87.85,2026-01-05T23:48:35.714419
557e2848-ca2c-4c2c-8b4c-d277ad484ed1,430391286,6,Cadeira Gamer,2049.3,2026-01-24T12:16:12.358569
e014b10f-42fa-4218-8722-9ae61aa699b2,312689393,3,Teclado,4728.5,2026-01-05T21:49:19.101445
d2219890-4c60-4269-a6fd-fa848df3c060,112799375,2,Mouse,755.28,2026-01-04T20:28:46.625829
35aa4b5b-d35c-4b10-9c59-3e7a94dc16a2,462368575,7,Webcam,4995.27,2026-01-25T16:36:29.227623
6c0b2cf5-246b-4c3f-a140-928e219bc302,451462616,6,Cadeira Gamer,3314.01,2026-01-06T21:54:19.388769
25f7e5a7-1d24-431c-839b-a17861a5cf84,113563919,9,SSD,2369.75,2026-01-17T18:00:15.657609
d1c29c47-9461-468d-aa1c-da76a07488f1,930216491,6,Cadeira Gamer,542.26,2026-02-01T05:10:29.691687
ef68a4d9-f009-4529-804b-67a594aa4e95,765164638,1,Notebook,570.57,2026-01-24T23:06:39.181498
1f3a6c90-8688-4440-ad81-eb5bb4f06340,657748940,1,Notebook,3722.03,2026-01-10T22:25:04.379998
a7531e58-d1d5-4244-8a13-6f9901b364fb,445153163,1,Notebook,4672.91,2026-01-14T13:23:20.184519
fcba3142-d77f-4956-9514-a2b0b089792a,656956773,7,Webcam,2415.34,2026-01-25T10:47:55.579157
