codigo_venda,numero_fiscal,id_produto,nome_produto,valor,timestamp_venda
377a4abe-9638-4795-9c13-5087770ca5db,646796278,10,Smartphone,1998.71,2026-01-06T11:22:04.476669
a0343199-81bb-4e4f-bd53-63803a1677fb,603840023,9,SSD,4637.66,2026-01-18T19:58:22.838373
6cdad9db-e7f9-4654-be1b-3ab20c42b80a,876282125,10,Smartphone,2557.6,2026-01-06T13:57:58.185967
398e7ad8-b490-4c37-9b5b-f812a0d51833,819089862,8,HD Externo,2810.84,2026-01-16T09:38:52.274691
77e0e650-43fa-4ab6-8f0e-3df97d6974a4,671692580,7,Webcam,3573.18,2026-01-29T02:19:06.640585
fae53278-1b78-4601-b3ae-8e18e51a9613,259702356,4,Monitor,1871.21,2026-01-28T21:57:28.282302
37c472d5-b900-44e1-b186-f10151905073,964830036,1,Notebook,2374.98,2026-01-31T07:37:57.993887
08131836-85ec-4730-aad5-0fa6dad02697,891852628,6,Cadeira Gamer,4360.21,2026-01-06T19:33:04.486157
bbffc270-4a16-4dea-bb65-68173cbf1450,551890805,5,Headset,2402.26,2026-01-22T13:09:36.862405
e025347c-2202-4d67-bc00-4c4682048ddf,451621193,2,Mouse,2775.0,2026-01-13T05:09:39.079645
34596bc1-1fdc-4598-b026-07a0bb801185,644501287,5,Headset,1640.6,2026-01-05T18:12:17.138797
22b78b2a-ec82-4dbf-ac51-7dd920507d8a,118405283,4,Monitor,2515.09,2026-01-13T22:35:05.716292
01cca1bd-e203-4c8d-865e-dfafe356fd42,859711467,5,Headset,2238.94,2026-01-10T22:30:09.805481
3496dd0f-77f7-4fda-806e-0d817659e0a9,221181754,10,Smartphone,95.19,2026-01-18T00:26:11.580675
ec75af93-7048-4797-9730-028984d622c6,142847825,1,Notebook,670.5,2026-01-10T09:17:30.265691
44fc32a1-1946-4251-9d58-96bc947c4eaa,898231750,1,Notebook,1124.48,2026-01-11T04:12:28.781984
1a33c010-2de7-4f4c-8381-df41843b063a,268619784,8,HD Externo,1286.91,2026-01-24T09:39:58.663794
e6b74e7a-23d6-4535-8eed-8afe0b40b6ab,987633030,3,Teclado,4034.81,2026-01-28T14:29:25.210102
e417b35f-cf75-4e82-ae38-24ea89ff82cf,203268253,4,Monitor,4668.64,2026-01-06T05:20:59.127853
a060c9f6-a74c-460f-95f4-227ffbc98d40,416210700,5,Headset,2541.45,2026-01-26T22:09:12.220439
