codigo_venda,numero_fiscal,id_produto,nome_produto,valor,timestamp_venda
e8a794cc-5516-488a-928e-cb07865fd898,986535775,6,Cadeira Gamer,2203.59,2026-01-08T02:55:50.382453
96910ea8-94d3-45df-a49e-67df688585d1,403306586,5,Headset,1723.3,2026-01-25T16:36:26.236681
f35006d8-6644-4da5-85e0-9ed2bfe29c95,553979242,3,Teclado,1272.57,2026-01-09T00:44:33.799599
4fdbf91c-3915-4dac-aae8-595548cc8b41,801720033,6,Cadeira Gamer,4816.54,2026-01-15T03:38:35.536428
3bfeef1d-83b2-42c2-9dbf-afaa59ec2316,396925156,7,Webcam,26.39,2026-01-25T05:12:12.091012
9556e941-f737-458d-b5aa-057c34564285,901011497,4,Monitor,2374.85,2026-01-30T21:14:49.577903
5c0744a1-7ce1-4c28-8207-17e2766e5489,156068412,5,Headset,4299.48,2026-01-16T02:48:40.403890
50df46b1-5363-4657-861a-6a1c011f209c,808675203,7,Webcam,3906.23,2026-01-09T20:16:51.009761
43261cff-1e2d-4c65-8883-7ecb59d15080,872163482,7,Webcam,338.16,2026-01-19T06:13:01.454590
ba5f8f3d-fdb0-4291-9494-d783821dbae3,516381935,9,SSD,3214.52,2026-01-21T14:17:00.141647
55c1f08d-815e-4440-abb2-5a436a7ce69e,707539981,1,Notebook,1415.76,2026-01-22T12:51:20.936615
488496c2-ae85-428b-82c2-fbb7b238711e,983540252,1,Notebook,3259.78,2026-01-30T18:43:48.296121
a71f9e19-79f0-414f-9a2b-602226a07745,859144248,3,Teclado,3232.54,2026-01-20T15:31:15.821180
6b0561ae-b541-4caf-8e43-db1dea755f5a,558011877,2,Mouse,3302.55,2026-01-25T09:28:47.771136
43a6707c-4c65-4857-bb88-caa31bef9cc8,305545681,10,Smartphone,2264.26,2026-01-21T16:03:35.478169
bc2cded3-7b01-4941-b687-1a9e423a8fbb,325467948,10,Smartphone,1492.56,2026-01-29T07:29:28.156055
486b65a6-f21a-432b-975d-d7822d3a3fc1,701830094,5,Headset,473.95,2026-01-24T04:12:56.680179
9da91d34-04eb-4181-8c36-2da8982217eb,602409890,6,Cadeira Gamer,3999.21,2026-01-07T21:26:10.093661
648b8e89-7c93-4083-838c-280bb4621227,510270866,3,Teclado,2689.01,2026-01-18T06:10:53.350360
725e552f-5cb8-4075-8efa-f094c7a14bb1,979754586,1,Notebook,2934.48,2026-01-10T09:52:31.460414
1c2f61a2-1e64-4511-8614-8b443292555f,494364180,3,Teclado,2501.95,2026-01-25T08:41:23.836712
3c0e8c1f-e55c-4f0a-9eb0-381a388bbb34,625802303,3,Teclado,4096.68,2026-01-29T14:59:32.651400
