codigo_venda,numero_fiscal,id_produto,nome_produto,valor,timestamp_venda
956464da-7d0c-40bf-9a8b-7a7ae460ad81,149766625,8,HD Externo,1891.64,2026-01-18T02:30:31.466398
fb2a63df-10ce-456e-9576-4975e67ccd66,228178168,8,HD Externo,2759.89,2026-01-06T01:18:22.712758
1f2d6e0a-a76f-47ec-a40f-1bc310a77690,223335352,9,SSD,1811.74,2026-01-17T18:43:44.922613
389bb396-a470-49c8-a207-693715152c0a,390281803,6,Cadeira Gamer,4932.22,2026-01-31T10:23:11.183350
2e38c51e-a120-452d-ad28-f1e98709b7c6,502271535,7,Webcam,3812.59,2026-01-14T12:37:04.396220
6fee3967-da65-436d-a9f9-e5cd7203842b,521880167,10,Smartphone,2129.44,2026-01-26T06:31:03.547649
0e7da09d-c273-4a51-bcbf-366cacae06e6,951562810,10,Smartphone,1399.41,2026-01-05T23:35:35.768999
eaec6b05-1c8d-49f4-8fe4-75c278f88f9f,101839516,3,Teclado,2304.51,2026-01-31T21:29:57.561302
70b03311-7f91-42df-9d1c-37c23cf7132c,643226801,7,Webcam,2036.23,2026-01-23T20:44:26.307178
319fef4e-d67e-4dfd-bb6e-bfbe6f129465,382954920,3,Teclado,1248.68,2026-01-30T04:53:47.882193
836b011b-172a-4f25-a4b5-80fcceff0b90,418121732,3,Teclado,184.05,2026-01-17T04:05:03.617281
0f825dfd-7ea2-4205-b883-cf8c402bd8dc,977586348,8,HD Externo,4893.72,2026-01-29T02:18:35.605098
11b3e333-318d-4a1f-b6bd-c3b08f6e11d5,147270031,9,SSD,198.18,2026-01-03T22:28:49.976334
52780704-358f-4254-9823-df95e43af5a3,549709633,4,Monitor,3508.96,2026-01-22T01:54:04.281557
ba6d21d7-3ae9-423b-96a8-ff7194dfb59a,823936239,10,Smartphone,2771.1,2026-01-08T01:18:10.955031
b4c0eab1-fb7b-4458-abab-cdc793dbd408,561251074,8,HD Externo,3551.31,2026-01-04T03:18:22.563626
747a958f-6833-4dca-a954-cda847f48257,779796300,1,Notebook,1094.96,2026-01-18T12:33:57.160719
45e579f2-0c5b-47b5-82f4-dc596df49f53,713684273,6,Cadeira Gamer,4757.38,2026-01-31T03:01:27.113657
