codigo_venda,numero_fiscal,id_produto,nome_produto,valor,timestamp_venda
55512aad-6136-45dc-8ab8-ac40ff7c91b7,560273649,10,Smartphone,765.56,2026-01-09T13:15:53.866008
85db4c2b-9891-4810-ad73-038c06366157,989187121,4,Monitor,2799.0,2026-01-19T00:22:42.180148
bb0cd167-c698-475a-aa23-790206769e23,572687970,4,Monitor,1098.84,2026-01-29T06:54:26.257898
a9b61811-614f-4d6f-afd0-f7baedc4ace5,835941948,7,Webcam,909.78,2026-01-11T08:24:51.576397
01469994-448c-48fa-9ead-d1c5d7278a1d,185679656,9,SSD,623.85,2026-01-10T06:09:49.834828
207283ca-c79a-4226-9cc7-5b4aa648789e,439185122,2,Mouse,4607.94,2026-01-02T22:06:05.912087
38dd0293-a818-4b48-bea5-a5b285f6eeef,349465587,5,Headset,2029.83,2026-01-19T20:17:11.436957
e07e95ec-6929-49a4-9206-f51847dd9ecd,626532016,9,SSD,4212.04,2026-01-29T01:48:06.878854
688d2751-9f4d-4f6d-ae00-d116c13d5beb,497797466,9,SSD,2146.94,2026-01-29T06:30:38.073473
46444abc-cffe-4537-8392-acfd5d5def3a,431991746,5,Headset,4882.12,2026-01-16T09:46:07.273552
b7ea58a4-b8a1-4a32-a759-081d594456ba,526278696,10,Smartphone,3741.18,2026-01-08T16:11:16.193767
2683f651-9120-49e1-a2eb-03bd71fe297e,836939325,8,HD Externo,4010.58,2026-01-26T16:01:31.665651
75cb6540-3a4a-4f47-af65-0b0f0448e49f,276871150,2,Mouse,4881.6,2026-01-04T04:36:06.029212
986a1963-d4b9-4d66-a617-63890bf0f752,395594960,1,Notebook,2242.46,2026-01-05T02:26:25.967560
b4b50111-4130-4227-bcc9-f5448507bbd9,162015940,1,Notebook,1513.93,2026-01-20T12:45:20.107280
1119a9fd-3ccb-4b67-b946-6c13551ebea1,171169111,10,Smartphone,4403.09,2026-01-09T12:15:23.028187
16e48d9d-1ae0-4437-839a-822a5c927b0f,997541696,9,SSD,3131.0,2026-01-19T16:19:44.282228
47c668b7-d120-45ec-9be1-7b7ac2c1c6fc,787643859,8,HD Externo,814.61,2026-01-26T06:43:06.248342
177c8f3c-a949-4641-aa41-64259fe83899,259302637,6,Cadeira Gamer,1894.41,2026-01-12T04:48:19.918623
6e939bc9-b19d-4048-9bf7-531d06ce40be,103249078,3,Teclado,1525.96,2026-01-18T05:25:42.135984
948e7fa0-c941-4552-b1bc-a91231f2ba03,970439511,5,Headset,4565.72,2026-01-25T23:26:47.889472
87868496-8d1d-452c-a02d-e437c44507fe,346081276,10,Smartphone,4017.64,2026-01-20T19:35:30.867668
da6e4739-30dc-46e1-8d80-31fbb3c0b9c1,552721725,2,Mouse,3431.65,2026-01-25T06:18:36.677398
5ee6ee04-19bf-4e45-a34e-9049aca684a7,663982994,1,Notebook,1843.15,2026-01-05T16:51:02.476037
b89d61ea-6232-4b15-8e59-97638fe60309,622150260,2,Mouse,1661.91,2026-01-21T01:31:38.552043
dc776cdb-a770-469e-ae67-971948c7e372,529673314,3,Teclado,2341.54,2026-01-11T11:36:09.009616
1c33c0f9-dd60-4538-9473-5d41957c0e25,919045399,8,HD Externo,1491.61,2026-01-05T12:02:09.604667
fea5c056-bd86-482b-8787-55a7dc90c867,575322368,10,Smartphone,2082.06,2026-01-16T05:23:32.881823
0ae511ea-121d-46db-a201-1cccaf396720,431329558,10,Smartphone,637.95,2026-01-08T04:17:47.350627
2b87b66c-c56c-412b-89f7-ee90b939f8f1,839631403,7,Webcam,15.13,2026-01-09T09:04:39.831029
356d8787-6114-4f1c-939b-fd22328b2faa,792293195,5,Headset,2316.19,2026-01-02T22:45:12.591430
478b71d9-091c-4398-b7be-a27d78a51c3b,919772975,4,Monitor,591.82,2026-01-18T04:56:38.410090
deb75054-ee44-41dc-be1f-5f1cb1aa722c,136786297,4,Monitor,62.72,2026-01-06T10:01:51.675866
79a25a01-0a10-4fc4-b2e3-6becc724bd2c,930717667,2,Mouse,2854.6,2026-01-15T19:00:37.467697
ade25d21-f2c9-427b-9e42-5110011245fe,843118441,1,Notebook,2086.95,2026-01-12T03:44:04.540145
e55e3606-428d-4af5-adcc-7e6ecf0e0cf4,104528981,4,Monitor,599.61,2026-01-13T11:48:21.355610
4693f86b-fbaf-4b09-8c64-de2e02e2c1fb,661620150,10,Smartphone,61.31,2026-01-03T21:11:15.042409
ec8175d9-bca0-449b-919e-78250213764d,687076079,2,Mouse,4773.57,2026-01-20T02:32:23.359489
ac768731-81c7-44c4-abf1-e1aafbbfd115,675702879,6,Cadeira Gamer,2513.35,2026-01-07T05:46:15.262318
08efb605-d38b-4582-ae9e-923f1022fcfa,254505114,10,Smartphone,1543.47,2026-01-17T08:51:23.960231
eff81189-131d-416a-992e-5118cbd7c156,615280433,10,Smartphone,1015.5,2026-01-24T08:35:17.033488
05a295d7-9c19-41c9-bcaf-f53e302e9afe,247075975,2,Mouse,407.02,2026-01-12T05:17:06.722336
9955c2b4-6cba-44aa-99de-84122dd9c5cc,388063318,5,Headset,4923.16,2026-01-13T23:49:36.788179
fa04d3e6-aa53-421e-bf6a-81e9718368cd,841645155,6,Cadeira Gamer,2209.36,2026-01-20T05:57:05.319363
4f98616c-b26d-41a5-a6e6-13c3f9bb512e,357071523,2,Mouse,1775.1,2026-01-05T13:38:34.759494
8bf11ca2-8bf7-4d24-b87a-4e53de1dad47,553503885,2,Mouse,1378.01,2026-01-04T17:41:17.402317
ec1208e3-0ab0-4e76-b125-92018cbf7a00,174568121,7,Webcam,3120.02,2026-01-11T17:09:33.840055
d6b9d65d-dc5b-4ecf-bf41-bf3840427ffa,257765820,3,Teclado,4220.66,2026-01-15T18:09:07.353832
742eeb7e-8654-4535-acad-baf97fc75be5,264151403,3,Teclado,4390.42,2026-01-08T19:07:45.277329
6f21ac91-f2e1-4369-9511-dbbe48422097,180249190,6,Cadeira Gamer,3699.59,2026-01-13T11:56:59.899133
5c3d1074-4b4c-4a08-b164-c92e68d0dc3d,344649432,1,Notebook,970.39,2026-01-22T17:46:47.953119
c05ed2c9-66c9-4bb0-8057-8cd2ebd29ec2,345735463,2,Mouse,4937.09,2026-01-28T09:11:55.796989
75a641bb-4665-4258-bed8-f488c33f28a8,647458230,3,Teclado,1662.81,2026-01-08T17:23:27.615196
b581c026-96e3-44a4-bc0b-fd6810bfd518,152619513,7,Webcam,2178.69,2026-01-21T01:18:48.035273
17502612-78c0-43dd-b8a2-4f0bdbae4f7c,889438129,6,Cadeira Gamer,1194.62,2026-01-22T13:36:46.657724
a992c74c-65b6-46f2-9702-2772a239532d,142536399,9,SSD,4218.85,2026-01-22T00:51:44.668562
ed052a10-41f2-431a-a3ea-dc3f0cbc5299,486724040,8,HD Externo,337.33,2026-01-17T19:34:51.995623
cafc1a7a-f640-418c-a2b3-512ea3cfcf23,175397029,9,SSD,3173.66,2026-01-07T23:51:59.057438
73b1b66e-f00b-483b-b528-fce02867bf7a,620784164,1,Notebook,2253.65,2026-01-18T18:48:09.896105
d9066698-afa2-47ab-9942-ca72a60961c8,118123464,5,Headset,1340.16,2026-01-11T05:00:07.978769
cc94360c-8105-402e-9757-123aa1dbbd23,958354904,10,Smartphone,1227.58,2026-01-03T00:51:55.654200
